uid,nickname,action,date,title
5328793807,asap_delivery,ввел контакт ,2023-3-30 21:59:31,
5328793807,asap_delivery,создал заявку Санкт-Петербург Денпасар(о.Бали) 2023-04-02,2023-3-30 21:59:38, лечу ПитерМоскваБали2 апреля вылетаю из Москвы в Бангкок на Бали прилетаю 25 апреля возьму документы или мелкие посылки багажа нет  
5328793807,asap_delivery,переход в,2023-3-30 22:0:51,Могу доставить
5328793807,asap_delivery,выбор города отправки Денпасар(о.Бали),2023-3-30 22:0:59,
5328793807,asap_delivery,выбор города доставки Санкт-Петербург,2023-3-30 22:1:3,
5328793807,asap_delivery,указал дату,2023-3-30 22:1:6,20230402
5328793807,asap_delivery,ввел описание,2023-3-30 22:1:12,Вылетаю 404 БалиДубайСпб могу взять посылки 
5328793807,asap_delivery,ввел контакт ,2023-3-30 22:1:22,
5328793807,asap_delivery,создал заявку Денпасар(о.Бали) Санкт-Петербург 2023-04-02,2023-3-30 22:1:32,Вылетаю 404 БалиДубайСпб могу взять посылки  
5328793807,asap_delivery,нажал,2023-3-30 22:1:50,изменить заявку 1442
5328793807,asap_delivery,перешел в,2023-3-30 22:1:52,Дату
5328793807,asap_delivery,изменил дату с 2023-04-02->2023-04-04,2023-3-30 22:1:55,
5328793807,asap_delivery,переход в,2023-3-30 22:2:8,На главную
5328793807,asap_delivery,переход в,2023-3-30 22:2:57,Могу доставить
5328793807,asap_delivery,выбор города отправки Санкт-Петербург,2023-3-30 22:3:0,
5328793807,asap_delivery,выбор города доставки Денпасар(о.Бали),2023-3-30 22:3:3,
5328793807,asap_delivery,указал дату,2023-3-30 22:3:8,20230404
5328793807,asap_delivery,ввел описание,2023-3-30 22:3:16,ПетербургМоскваДохаДенпасарИз Питера выезжает 4го в 1910Из Москвы 6го в 050Прибытие в Денпасар 6го в 2310Возьмет вещей чемодан полупустойПо стоимости в зависимости от груза от 20 за кгОплата при получении билет паспорт скинуЗабирать в Джимбаране или ГоДжеком
5328793807,asap_delivery,ввел контакт ,2023-3-30 22:3:24,
5328793807,asap_delivery,создал заявку Санкт-Петербург Денпасар(о.Бали) 2023-04-04,2023-3-30 22:3:29,ПетербургМоскваДохаДенпасарИз Питера выезжает 4го в 1910Из Москвы 6го в 050Прибытие в Денпасар 6го в 2310Возьмет вещей чемодан полупустойПо стоимости в зависимости от груза от 20 за кгОплата при получении билет паспорт скинуЗабирать в Джимбаране или ГоДжеком 
5328793807,asap_delivery,переход в,2023-3-30 22:3:51,Могу доставить
5328793807,asap_delivery,выбор города отправки Денпасар(о.Бали),2023-3-30 22:3:54,
5328793807,asap_delivery,выбор города доставки Москва,2023-3-30 22:3:57,
5328793807,asap_delivery,указал дату,2023-3-30 22:4:1,20230502
5328793807,asap_delivery,ввел описание,2023-3-30 22:4:6,2 мая летим Денпасар  КуалаЛумпур  Дубаи  Москва Возьмём одежду мелкие вещи или технику С проверкой Любые документы билеты и тп предоставим Оплата по факту передачи
5328793807,asap_delivery,ввел контакт ,2023-3-30 22:4:12,
5328793807,asap_delivery,создал заявку Денпасар(о.Бали) Москва 2023-05-02,2023-3-30 22:4:17,2 мая летим Денпасар  КуалаЛумпур  Дубаи  Москва Возьмём одежду мелкие вещи или технику С проверкой Любые документы билеты и тп предоставим Оплата по факту передачи 
541489265,acontrarrio,переход в,2023-4-3 0:59:58,Хочу отправить
5328793807,asap_delivery,переход в,2023-4-3 1:8:12,Хочу отправить
5328793807,asap_delivery,переход в,2023-4-3 1:10:45,Хочу отправить
139948457,­ None,пользователь зарегистрировался,2023-4-3 1:10:53,
139948457,­ None,переход в,2023-4-3 1:11:3,Могу доставить
541489265,acontrarrio,переход в,2023-4-3 1:11:7,Могу доставить
541489265,acontrarrio,переход в,2023-4-3 1:11:11,Мои заявки
139948457,­ None,выбор города отправки Нью-Йорк,2023-4-3 1:11:13,
541489265,acontrarrio,переход в ,2023-4-3 1:11:13,На главную
139948457,­ None,выбор города доставки Абу-Даби,2023-4-3 1:11:25,
139948457,­ None,указал дату,2023-4-3 1:11:43,20230404
1555721268,nataash_wake_up,пользователь зарегистрировался,2023-4-3 15:56:44,
5328793807,asap_delivery,переход в,2023-4-3 21:34:6,Могу доставить
5328793807,asap_delivery,выбор города отправки Дубай,2023-4-3 21:34:15,
5328793807,asap_delivery,выбор города доставки Санкт-Петербург,2023-4-3 21:34:18,
5328793807,asap_delivery,указал дату,2023-4-3 21:34:22,20230424
5328793807,asap_delivery,ввел описание,2023-4-3 21:34:32,возьму посылки  ОПЛАТУ МОЖНО ПРИ ПОЛУЧЕНИИ
5328793807,asap_delivery,ввел контакт ,2023-4-3 21:34:39,
5328793807,asap_delivery,создал заявку Дубай Санкт-Петербург 2023-04-24,2023-4-3 21:34:59,возьму посылки  ОПЛАТУ МОЖНО ПРИ ПОЛУЧЕНИИ 
5328793807,asap_delivery,переход в,2023-4-3 21:35:4,Могу доставить
5328793807,asap_delivery,выбор города отправки Санкт-Петербург,2023-4-3 21:35:11,
5328793807,asap_delivery,выбор города доставки Дубай,2023-4-3 21:35:13,
5328793807,asap_delivery,указал дату,2023-4-3 21:35:16,20230501
5328793807,asap_delivery,ввел описание,2023-4-3 21:35:23,возьму посылки  ОПЛАТУ МОЖНО ПРИ ПОЛУЧЕНИИ
5328793807,asap_delivery,ввел контакт ,2023-4-3 21:35:28,
5328793807,asap_delivery,создал заявку Санкт-Петербург Дубай 2023-05-01,2023-4-3 21:35:33,возьму посылки  ОПЛАТУ МОЖНО ПРИ ПОЛУЧЕНИИ 
5328793807,asap_delivery,переход в,2023-4-3 21:35:48,Все заявки
5328793807,asap_delivery,переход в ,2023-4-3 21:36:1,На главную
5328793807,asap_delivery,переход в,2023-4-3 21:37:50,Поиск
5328793807,asap_delivery,"переход в Искать тех, кто хочет доставить",2023-4-3 21:37:52,
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 21:37:54,
5328793807,asap_delivery,поиск по городу отправки Дубай,2023-4-3 21:37:59,
5328793807,asap_delivery,поиск по дате,2023-4-3 21:38:2,20230407
5328793807,asap_delivery,нажал,2023-4-3 21:38:4,показать информацию 1417
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 21:38:12,
5328793807,asap_delivery,поиск по городу отправки Дубай,2023-4-3 21:38:15,
5328793807,asap_delivery,поиск по дате,2023-4-3 21:38:18,20230407
5328793807,asap_delivery,нажал,2023-4-3 21:38:20,показать информацию 1417
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 21:38:23,
5328793807,asap_delivery,поиск по городу отправки Москва,2023-4-3 21:38:27,
5328793807,asap_delivery,поиск по дате,2023-4-3 21:38:30,20230405
5328793807,asap_delivery,нажал,2023-4-3 21:38:35,показать информацию 1416
5328793807,asap_delivery,нажал,2023-4-3 21:38:37,показать информацию 1438
5328793807,asap_delivery,переход в На главную,2023-4-3 21:38:40,
541489265,acontrarrio,переход в,2023-4-3 21:40:31,Поиск
541489265,acontrarrio,"переход в Искать тех, кто хочет доставить",2023-4-3 21:40:33,
541489265,acontrarrio,переход в Поиск по дате и городу отправления,2023-4-3 21:40:34,
541489265,acontrarrio,поиск по городу отправки Дубай,2023-4-3 21:40:37,
541489265,acontrarrio,поиск по дате,2023-4-3 21:40:41,20230407
541489265,acontrarrio,нажал,2023-4-3 21:40:43,показать информацию 1417
541489265,acontrarrio,нажал,2023-4-3 21:40:55,скрыть 1417
541489265,acontrarrio,нажал,2023-4-3 21:40:57,раскрыть 1417
541489265,acontrarrio,переход в Поиск по дате и городу отправления,2023-4-3 21:40:59,
541489265,acontrarrio,поиск по городу отправки Москва,2023-4-3 21:41:4,
541489265,acontrarrio,поиск по дате,2023-4-3 21:41:7,20230405
541489265,acontrarrio,нажал,2023-4-3 21:41:10,показать информацию 1416
541489265,acontrarrio,нажал,2023-4-3 21:41:15,скрыть 1416
541489265,acontrarrio,нажал,2023-4-3 21:41:17,показать информацию 1438
541489265,acontrarrio,нажал,2023-4-3 21:41:22,скрыть 1438
541489265,acontrarrio,переход в На главную,2023-4-3 21:41:26,
5328793807,asap_delivery,переход в,2023-4-3 21:41:37,Поиск
5328793807,asap_delivery,"переход в Искать тех, кто хочет доставить",2023-4-3 21:41:39,
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 21:41:41,
5328793807,asap_delivery,поиск по городу отправки Дубай,2023-4-3 21:41:43,
5328793807,asap_delivery,поиск по дате,2023-4-3 21:41:45,20230407
5328793807,asap_delivery,нажал,2023-4-3 21:41:46,показать информацию 1417
5328793807,asap_delivery,переход в На главную,2023-4-3 21:41:50,
157296357,ORTEXX,переход в,2023-4-3 21:42:42,Поиск
157296357,ORTEXX,"переход в Искать тех, кто хочет доставить",2023-4-3 21:42:44,
157296357,ORTEXX,переход в Поиск по дате и городу отправления,2023-4-3 21:42:46,
157296357,ORTEXX,поиск по городу отправки Дубай,2023-4-3 21:42:48,
157296357,ORTEXX,поиск по дате,2023-4-3 21:42:50,20230407
157296357,ORTEXX,нажал,2023-4-3 21:42:52,показать информацию 1417
157296357,ORTEXX,нажал,2023-4-3 21:42:57,скрыть 1417
157296357,ORTEXX,переход в На главную,2023-4-3 21:42:59,
5328793807,asap_delivery,переход в,2023-4-3 21:46:20,Поиск
5328793807,asap_delivery,"переход в Искать тех, кто хочет доставить",2023-4-3 21:46:22,
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 21:46:23,
5328793807,asap_delivery,поиск по городу отправки Москва,2023-4-3 21:46:28,
5328793807,asap_delivery,поиск по дате,2023-4-3 21:46:29,20230409
5328793807,asap_delivery,переход в На главную,2023-4-3 21:46:34,
5328793807,asap_delivery,переход в,2023-4-3 21:46:36,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 21:46:40,
5328793807,asap_delivery,выбор города доставки Дубай,2023-4-3 21:46:44,
5328793807,asap_delivery,указал дату,2023-4-3 21:46:47,20230409
5328793807,asap_delivery,переход в,2023-4-3 21:47:30,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 21:47:39,
5328793807,asap_delivery,выбор города доставки Дубай,2023-4-3 21:47:41,
5328793807,asap_delivery,указал дату,2023-4-3 21:47:48,20230407
5328793807,asap_delivery,ввел описание,2023-4-3 21:48:1,лечу МоскваДубай Передам посылки документы за вознаграждение
5328793807,asap_delivery,ввел контакт ,2023-4-3 21:48:7,55
5328793807,asap_delivery,создал заявку Москва Дубай 2023-04-07,2023-4-3 21:48:13,лечу МоскваДубай Передам посылки документы за вознаграждение 55
5328793807,asap_delivery,переход в,2023-4-3 21:51:25,Могу доставить
5328793807,asap_delivery,выбор города отправки Дубай,2023-4-3 21:51:29,
5328793807,asap_delivery,выбор города доставки Москва,2023-4-3 21:51:32,
5328793807,asap_delivery,указал дату,2023-4-3 21:51:34,20230405
5328793807,asap_delivery,ввел описание,2023-4-3 21:51:48,Возьму маленькие посылки документы
5328793807,asap_delivery,ввел контакт ,2023-4-3 21:51:54,
5328793807,asap_delivery,создал заявку Дубай Москва 2023-04-05,2023-4-3 21:52:12,Возьму маленькие посылки документы 
5328793807,asap_delivery,переход в,2023-4-3 21:54:40,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 21:54:44,
5328793807,asap_delivery,выбор города доставки Дубай,2023-4-3 21:54:47,
5328793807,asap_delivery,указал дату,2023-4-3 21:54:49,20230407
5328793807,asap_delivery,ввел описание,2023-4-3 21:55:0,Возьму посылки документы лекарства  дюти фри
5328793807,asap_delivery,ввел контакт ,2023-4-3 21:55:6,
5328793807,asap_delivery,создал заявку Москва Дубай 2023-04-07,2023-4-3 21:55:11,Возьму посылки документы лекарства  дюти фри 
5328793807,asap_delivery,переход в,2023-4-3 21:55:14,Могу доставить
5328793807,asap_delivery,выбор города отправки Дубай,2023-4-3 21:55:17,
5328793807,asap_delivery,выбор города доставки Москва,2023-4-3 21:55:20,
5328793807,asap_delivery,указал дату,2023-4-3 21:55:22,20230410
5328793807,asap_delivery,ввел описание,2023-4-3 21:55:33,Возьму посылки документы лекарства  дюти фри
5328793807,asap_delivery,ввел контакт ,2023-4-3 21:55:38,
5328793807,asap_delivery,создал заявку Дубай Москва 2023-04-10,2023-4-3 21:55:42,Возьму посылки документы лекарства  дюти фри 
5328793807,asap_delivery,переход в,2023-4-3 21:57:22,Могу доставить
5328793807,asap_delivery,выбор города отправки Санкт-Петербург,2023-4-3 21:57:33,
5328793807,asap_delivery,выбор города доставки Денпасар(о.Бали),2023-4-3 21:57:37,
5328793807,asap_delivery,указал дату,2023-4-3 21:57:39,20230411
5328793807,asap_delivery,ввел описание,2023-4-3 21:57:51,11 апреля  Питер Москва Бали можем взять посылочки заказ с озона вб золотое яблоко дьюти фри Документы и билеты предоставим
5328793807,asap_delivery,ввел контакт ,2023-4-3 21:57:57,
5328793807,asap_delivery,создал заявку Санкт-Петербург Денпасар(о.Бали) 2023-04-11,2023-4-3 21:58:3,11 апреля  Питер Москва Бали можем взять посылочки заказ с озона вб золотое яблоко дьюти фри Документы и билеты предоставим 
5328793807,asap_delivery,переход в,2023-4-3 21:59:14,Поиск
5328793807,asap_delivery,"переход в Искать тех, кто хочет доставить",2023-4-3 21:59:17,
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 21:59:18,
5328793807,asap_delivery,поиск по городу отправки Москва,2023-4-3 21:59:25,
5328793807,asap_delivery,поиск по дате,2023-4-3 21:59:28,20230412
5328793807,asap_delivery,нажал,2023-4-3 21:59:32,показать информацию 1435
5328793807,asap_delivery,переход в На главную,2023-4-3 21:59:34,
5328793807,asap_delivery,переход в,2023-4-3 21:59:51,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 21:59:58,
5328793807,asap_delivery,выбор города доставки Денпасар(о.Бали),2023-4-3 22:0:1,
5328793807,asap_delivery,указал дату,2023-4-3 22:0:4,20230412
5328793807,asap_delivery,ввел описание,2023-4-3 22:0:13,Лечу 1204 Москва ШанхайБалиМогу взять ваши посылки 20 или 25Проверка обязательно документы в лсПишите в лс
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:0:21,907
5328793807,asap_delivery,создал заявку Москва Денпасар(о.Бали) 2023-04-12,2023-4-3 22:0:25,Лечу 1204 Москва ШанхайБалиМогу взять ваши посылки 20 или 25Проверка обязательно документы в лсПишите в лс 907
5328793807,asap_delivery,переход в,2023-4-3 22:0:50,Могу доставить
5328793807,asap_delivery,выбор города отправки Денпасар(о.Бали),2023-4-3 22:0:53,
5328793807,asap_delivery,выбор города доставки Санкт-Петербург,2023-4-3 22:0:58,
5328793807,asap_delivery,указал дату,2023-4-3 22:1:4,20230412
5328793807,asap_delivery,ввел описание,2023-4-3 22:1:15,Вылетаю Денпасар  120423Прилетаю Москва центр города  130423Прилетаю СанктПетербург МПлощадь восстания  1404232025  1кгТак же могу передать документы Документы и посадочный талон предоставлюЛичная встреча в ЧангуСеминьякДенпасар
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:1:21,
5328793807,asap_delivery,создал заявку Денпасар(о.Бали) Санкт-Петербург 2023-04-12,2023-4-3 22:1:37,Вылетаю Денпасар  120423Прилетаю Москва центр города  130423Прилетаю СанктПетербург МПлощадь восстания  1404232025  1кгТак же могу передать документы Документы и посадочный талон предоставлюЛичная встреча в ЧангуСеминьякДенпасар 
5328793807,asap_delivery,переход в,2023-4-3 22:2:11,Поиск
5328793807,asap_delivery,"переход в Искать тех, кто хочет доставить",2023-4-3 22:2:13,
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 22:2:14,
5328793807,asap_delivery,поиск по городу отправки Москва,2023-4-3 22:2:20,
5328793807,asap_delivery,поиск по дате,2023-4-3 22:2:23,20230414
5328793807,asap_delivery,переход в На главную,2023-4-3 22:2:25,
5328793807,asap_delivery,переход в,2023-4-3 22:2:26,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 22:2:31,
5328793807,asap_delivery,выбор города доставки Денпасар(о.Бали),2023-4-3 22:2:36,
5328793807,asap_delivery,указал дату,2023-4-3 22:2:39,20230414
5328793807,asap_delivery,ввел описание,2023-4-3 22:2:52,1404 СПб1504 Москва Абу ДабиСингапурДенпасар Чангу  Возьму ваши посылки  Заберу ваши заказы с возможностью просмотра содержимого
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:2:59,
5328793807,asap_delivery,создал заявку Москва Денпасар(о.Бали) 2023-04-14,2023-4-3 22:3:7,1404 СПб1504 Москва Абу ДабиСингапурДенпасар Чангу  Возьму ваши посылки  Заберу ваши заказы с возможностью просмотра содержимого 
5328793807,asap_delivery,переход в,2023-4-3 22:3:19,Все заявки
5328793807,asap_delivery,нажал,2023-4-3 22:3:42,изменить заявку 1454
5328793807,asap_delivery,перешел в,2023-4-3 22:3:43,Город оправки
5328793807,asap_delivery,"изменил город отправки [('Москва',)]->Санкт-Петербург",2023-4-3 22:3:46,
5328793807,asap_delivery,переход в,2023-4-3 22:3:59,На главную
5328793807,asap_delivery,переход в,2023-4-3 22:4:10,Поиск
5328793807,asap_delivery,"переход в Искать тех, кто хочет доставить",2023-4-3 22:4:11,
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 22:4:13,
5328793807,asap_delivery,поиск по городу отправки Денпасар(о.Бали),2023-4-3 22:5:59,
5328793807,asap_delivery,переход в,2023-4-3 22:6:1,На главную
5328793807,asap_delivery,переход в,2023-4-3 22:6:2,Могу доставить
5328793807,asap_delivery,выбор города отправки Денпасар(о.Бали),2023-4-3 22:6:6,
5328793807,asap_delivery,выбор города доставки Москва,2023-4-3 22:6:10,
5328793807,asap_delivery,указал дату,2023-4-3 22:6:13,20230405
5328793807,asap_delivery,ввел описание,2023-4-3 22:6:22,Лечу Бали  Москва  5 апреля 6 апреля вечером буду в Москве  Документы билеты личная встреча все что нужно предоставляюВозьму посылки до 2 килограмм документы ключи и все мелкое Отправлю посылки по России или в Москве можно будет забрать
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:6:30,
5328793807,asap_delivery,создал заявку Денпасар(о.Бали) Москва 2023-04-05,2023-4-3 22:6:37,Лечу Бали  Москва  5 апреля 6 апреля вечером буду в Москве  Документы билеты личная встреча все что нужно предоставляюВозьму посылки до 2 килограмм документы ключи и все мелкое Отправлю посылки по России или в Москве можно будет забрать 
5328793807,asap_delivery,переход в,2023-4-3 22:7:8,Поиск
5328793807,asap_delivery,"переход в Искать тех, кто хочет доставить",2023-4-3 22:7:9,
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 22:7:10,
5328793807,asap_delivery,поиск по городу отправки Москва,2023-4-3 22:7:12,
5328793807,asap_delivery,поиск по дате,2023-4-3 22:7:14,20230415
5328793807,asap_delivery,нажал,2023-4-3 22:7:18,показать информацию 1440
541489265,acontrarrio,переход в,2023-4-3 22:7:28,Поиск
541489265,acontrarrio,"переход в Искать тех, кто хочет доставить",2023-4-3 22:7:30,
541489265,acontrarrio,переход в Поиск по дате и городу отправления,2023-4-3 22:7:32,
541489265,acontrarrio,поиск по городу отправки Москва,2023-4-3 22:7:36,
541489265,acontrarrio,поиск по дате,2023-4-3 22:7:38,20230415
541489265,acontrarrio,нажал,2023-4-3 22:7:39,показать информацию 1440
541489265,acontrarrio,нажал,2023-4-3 22:7:42,скрыть 1440
5328793807,asap_delivery,переход в На главную,2023-4-3 22:7:51,
5328793807,asap_delivery,переход в,2023-4-3 22:7:53,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 22:7:59,
5328793807,asap_delivery,выбор города доставки Денпасар(о.Бали),2023-4-3 22:8:1,
5328793807,asap_delivery,указал дату,2023-4-3 22:8:4,20230415
5328793807,asap_delivery,ввел описание,2023-4-3 22:8:14,Лечу МоскваБали 15 апреля много места в лс Посылки беру с возможностью проверки везу бережно
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:8:20,
5328793807,asap_delivery,создал заявку Москва Денпасар(о.Бали) 2023-04-15,2023-4-3 22:8:32,Лечу МоскваБали 15 апреля много места в лс Посылки беру с возможностью проверки везу бережно 
5328793807,asap_delivery,переход в,2023-4-3 22:10:22,Могу доставить
5328793807,asap_delivery,выбор города отправки Денпасар(о.Бали),2023-4-3 22:10:25,
5328793807,asap_delivery,выбор города доставки Дубай,2023-4-3 22:10:29,
5328793807,asap_delivery,указал дату,2023-4-3 22:10:32,20230417
5328793807,asap_delivery,ввел описание,2023-4-3 22:10:39,17 апреля лечу Бали  Дубай с полупустым чемоданом могу захватить ваши посылки  В лс
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:10:46,
5328793807,asap_delivery,создал заявку Денпасар(о.Бали) Дубай 2023-04-17,2023-4-3 22:10:51,17 апреля лечу Бали  Дубай с полупустым чемоданом могу захватить ваши посылки  В лс 
5328793807,asap_delivery,переход в,2023-4-3 22:12:24,Могу доставить
5328793807,asap_delivery,переход в,2023-4-3 22:13:54,Могу доставить
5328793807,asap_delivery,выбор города отправки Бангкок,2023-4-3 22:14:0,
5328793807,asap_delivery,выбор города доставки Москва,2023-4-3 22:14:3,
5328793807,asap_delivery,указал дату,2023-4-3 22:14:8,20230424
5328793807,asap_delivery,ввел описание,2023-4-3 22:14:17,Лечу 24ого апреля из Бангкока в Москву Могу передать документы или чтото мелкое без запрещенки
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:14:23,
5328793807,asap_delivery,создал заявку Бангкок Москва 2023-04-24,2023-4-3 22:14:29,Лечу 24ого апреля из Бангкока в Москву Могу передать документы или чтото мелкое без запрещенки 
5328793807,asap_delivery,переход в,2023-4-3 22:14:55,Могу доставить
5328793807,asap_delivery,выбор города отправки Пхукет,2023-4-3 22:15:1,
5328793807,asap_delivery,выбор города доставки Екатеринбург,2023-4-3 22:15:8,
5328793807,asap_delivery,указал дату,2023-4-3 22:15:12,20230426
5328793807,asap_delivery,ввел описание,2023-4-3 22:15:21,Едем  26 апреля Пхукет МалеДубайЕреванЕкатеринбург Сможем связь документы для передачи
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:15:27,
5328793807,asap_delivery,создал заявку Пхукет Екатеринбург 2023-04-26,2023-4-3 22:15:32,Едем  26 апреля Пхукет МалеДубайЕреванЕкатеринбург Сможем связь документы для передачи 
5328793807,asap_delivery,переход в,2023-4-3 22:17:5,Могу доставить
5328793807,asap_delivery,переход в,2023-4-3 22:17:16,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 22:17:23,
5328793807,asap_delivery,выбор города доставки Бангкок,2023-4-3 22:17:27,
5328793807,asap_delivery,указал дату,2023-4-3 22:17:33,20230425
5328793807,asap_delivery,переход в,2023-4-3 22:21:8,Могу доставить
5328793807,asap_delivery,выбор города отправки Хабаровск,2023-4-3 22:21:13,
5328793807,asap_delivery,выбор города доставки Бангкок,2023-4-3 22:21:22,
5328793807,asap_delivery,указал дату,2023-4-3 22:21:33,20230422
5328793807,asap_delivery,ввел описание,2023-4-3 22:21:48,Лечу в Бангкок из Хабаровска 15 апреля Привезу из РФ лекарства вещи Есть 10 кг в багаже Пишите в личку сразу
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:21:54,
5328793807,asap_delivery,переход в,2023-4-3 22:22:7,Поиск
5328793807,asap_delivery,"переход в Искать тех, кто хочет доставить",2023-4-3 22:22:10,
5328793807,asap_delivery,переход в Поиск по дате и городу отправления,2023-4-3 22:22:12,
5328793807,asap_delivery,поиск по городу отправки Хабаровск,2023-4-3 22:22:15,
5328793807,asap_delivery,поиск по дате,2023-4-3 22:22:18,20230415
5328793807,asap_delivery,переход в На главную,2023-4-3 22:22:20,
5328793807,asap_delivery,переход в,2023-4-3 22:22:21,Могу доставить
5328793807,asap_delivery,выбор города отправки Хабаровск,2023-4-3 22:22:24,
5328793807,asap_delivery,выбор города доставки Бангкок,2023-4-3 22:22:27,
5328793807,asap_delivery,указал дату,2023-4-3 22:22:30,20230415
5328793807,asap_delivery,ввел описание,2023-4-3 22:22:43,Лечу в Бангкок из Хабаровска 15 апреля   Привезу из РФ лекарства вещи Есть 10 кг в багаже Пишите в личку сразу
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:22:51,
5328793807,asap_delivery,создал заявку Хабаровск Бангкок 2023-04-15,2023-4-3 22:22:57,Лечу в Бангкок из Хабаровска 15 апреля   Привезу из РФ лекарства вещи Есть 10 кг в багаже Пишите в личку сразу 
5328793807,asap_delivery,переход в,2023-4-3 22:23:1,Могу доставить
5328793807,asap_delivery,выбор города отправки Бангкок,2023-4-3 22:23:6,
5328793807,asap_delivery,выбор города доставки Денпасар(о.Бали),2023-4-3 22:23:9,
5328793807,asap_delivery,указал дату,2023-4-3 22:23:12,20230422
5328793807,asap_delivery,ввел описание,2023-4-3 22:23:41,Лечу в Бангкок из Хабаровска 15 апреля  А потом на Бали 22 апреля Привезу из РФ лекарства вещи Есть 10 кг в багаже Пишите в личку сразу
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:23:44,
5328793807,asap_delivery,создал заявку Бангкок Денпасар(о.Бали) 2023-04-22,2023-4-3 22:23:49,Лечу в Бангкок из Хабаровска 15 апреля  А потом на Бали 22 апреля Привезу из РФ лекарства вещи Есть 10 кг в багаже Пишите в личку сразу 
5328793807,asap_delivery,переход в,2023-4-3 22:25:55,Могу доставить
5328793807,asap_delivery,выбор города отправки Сан-Франциско,2023-4-3 22:26:0,
5328793807,asap_delivery,выбор города доставки Москва,2023-4-3 22:26:5,
5328793807,asap_delivery,указал дату,2023-4-3 22:26:10,20230414
5328793807,asap_delivery,ввел описание,2023-4-3 22:26:15,14 Апреля лечу Сан Франциско  Москва  Минеральные Воды Возьму посылки кроме лекарств витаминов жидкости   документы за вознаграждение пишите в личку еже ли шо
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:26:21,
5328793807,asap_delivery,создал заявку Сан-Франциско Москва 2023-04-14,2023-4-3 22:26:25,14 Апреля лечу Сан Франциско  Москва  Минеральные Воды Возьму посылки кроме лекарств витаминов жидкости   документы за вознаграждение пишите в личку еже ли шо 
5328793807,asap_delivery,переход в,2023-4-3 22:26:56,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 22:27:6,
5328793807,asap_delivery,выбор города доставки Алания,2023-4-3 22:27:23,
5328793807,asap_delivery,указал дату,2023-4-3 22:27:26,20230407
5328793807,asap_delivery,ввел описание,2023-4-3 22:27:31,7го апреля из Москвы через Мерсин Аланию в Анталию на автоБерем посылки от 10 кгБез предоплаты
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:27:37,
5328793807,asap_delivery,создал заявку Москва Алания 2023-04-07,2023-4-3 22:27:42,7го апреля из Москвы через Мерсин Аланию в Анталию на автоБерем посылки от 10 кгБез предоплаты 
5328793807,asap_delivery,переход в,2023-4-3 22:28:17,Могу доставить
5328793807,asap_delivery,выбор города отправки Москва,2023-4-3 22:28:35,
5328793807,asap_delivery,выбор города доставки Анталия,2023-4-3 22:28:40,
5328793807,asap_delivery,указал дату,2023-4-3 22:28:43,20230407
5328793807,asap_delivery,ввел описание,2023-4-3 22:29:16,07 апреля из Москвы в Анталию МаршрутМоскваАнталья Тип посылки личные вещи   документы   лекарства   не запрещенные детское питание смесикаши пюре сноуборд  лыжи  Габариты пакетыкоробкиупаковкиВес до 96 кгМоя локация Кемер ЧамьюваВознаграждение 
5328793807,asap_delivery,ввел контакт ,2023-4-3 22:29:31,
